date,disaster_type,title
2025-04-24,Sea and Lake Ice,Iceberg C38B
2025-05-09,Sea and Lake Ice,Iceberg C38B
2025-05-16,Sea and Lake Ice,Iceberg C38B
2025-06-05,Sea and Lake Ice,Iceberg C38B
2025-06-20,Sea and Lake Ice,Iceberg C38B
2025-07-24,Sea and Lake Ice,Iceberg C38B
2025-09-04,Sea and Lake Ice,Iceberg C38B
2025-04-10,Wildfires,"Continental Flare Fire Wildfire, McKenzie, North Dakota"
2025-04-10,Wildfires,Wildfire in Australia 1023670
2025-04-10,Wildfires,Wildfire in Russian Federation 1023676
2025-04-10,Wildfires,Wildfire in Russian Federation 1023681
2025-04-10,Wildfires,Wildfire in Russian Federation 1023683
2025-04-10,Wildfires,Wildfire in Russian Federation 1023692
2025-04-10,Wildfires,Wildfire in Russian Federation 1023693
2025-04-10,Wildfires,"rx-80 Wildfire, Burnett, Wisconsin"
2025-04-10,Wildfires,"RX Little Creek Wildfire, Franklin, Arkansas"
2025-04-10,Wildfires,"Tombigbee IU 40s RX Wildfire, Choctaw, Mississippi"
2025-04-10,Wildfires,"RX CAT C-13-14 Wildfire, Grant, Louisiana"
2025-04-10,Wildfires,"Compartment 21 RX Wildfire, Hale, Alabama"
2025-04-10,Wildfires,"RX Smokey Hollow 1 &amp; Smokey Hollow 1 West Wildfire, Montgomery, Arkansas"
2025-04-10,Wildfires,"SNF Curry Creek E. C. 120 RX Wildfire, Sabine, Texas"
2025-04-10,Wildfires,"RX Alamo 20 Wildfire, Montgomery, Arkansas"
2025-04-10,Wildfires,"Homochitto BB 31 Sub 2 RX Wildfire, Amite, Mississippi"
2025-04-10,Wildfires,"Chickasawhay CPT 374 376 RX Wildfire, Wayne, Mississippi"
2025-04-10,Wildfires,"RX Wildcat West /  Norris Wildfire, Yell, Arkansas"
2025-04-10,Wildfires,"RX CALV C-256 E Wildfire, Vernon, Louisiana"
2025-04-10,Wildfires,"RX Pilot/Round Mountain Wildfire, Scott, Arkansas"
2025-04-10,Wildfires,"RX Speck Hollow Wildfire, Polk, Arkansas"
2025-04-10,Wildfires,"APQ Rec Area 7 RX 0410 Wildfire, Polk, Florida"
2025-04-10,Volcanoes,"Popocatepetl Volcano, Mexico"
2025-04-09,Wildfires,"Dugdale Wildfire, Polk, Minnesota"
2025-04-09,Wildfires,Wildfire in Russian Federation 1023672
2025-04-09,Wildfires,Wildfire in Russian Federation 1023677
2025-04-09,Wildfires,Wildfire in Russian Federation 1023678
2025-04-09,Wildfires,Wildfire in Russian Federation 1023689
2025-04-09,Wildfires,Wildfire in Mexico 1023694
2025-04-09,Wildfires,"East Kennedy Creek Wildfire, Coffey, Kansas"
2025-04-09,Wildfires,"Salina Canyon East Rx Wildfire, Sevier, Utah"
2025-04-09,Wildfires,"RX Buffalo East Wildfire, Scott, Arkansas"
2025-04-09,Wildfires,"HollySprings IU 51 Sub 1 RX Wildfire, Benton, Mississippi"
2025-04-09,Wildfires,"RX Liberty 1/2 Wildfire, Logan, Arkansas"
2025-04-09,Wildfires,"SHNF C. 09 RX Wildfire, Liberty, Texas"
2025-04-09,Wildfires,"Homochitto BB 29 Sub 2 3 RX Wildfire, Amite, Mississippi"
2025-04-09,Wildfires,"Unit 25B RX Wildfire, Sherburne, Minnesota"
2025-04-09,Wildfires,"RX LSF 12 LSF 13 South Mount Ida 17 19 Wildfire, Montgomery, Arkansas"
2025-04-09,Wildfires,"RX HWY 27 Divide &amp; Little Fir Wildfire, Montgomery, Arkansas"
2025-04-09,Wildfires,"Bienville CPT 19 21 RX Wildfire, Scott, Mississippi"
2025-04-09,Wildfires,"Hone Quarry Rx Wildfire, Rockingham, Virginia"
2025-04-09,Volcanoes,"Poas Volcano, Costa Rica"
2025-04-08,Wildfires,"DTAW Oklahoma Rx Wildfire, Southeast Fairbanks, Alaska"
2025-04-08,Wildfires,Wildfire in Australia 1023668
2025-04-08,Wildfires,Wildfire in Russian Federation 1023679
2025-04-08,Wildfires,"DTAE Jarvis Rx Wildfire, Southeast Fairbanks, Alaska"
2025-04-08,Wildfires,"DTAE Bolio Rx Wildfire, Southeast Fairbanks, Alaska"
2025-04-08,Wildfires,"Oil Well Rd Fire Wildfire, Conecuh, Alabama"
2025-04-08,Wildfires,"Chester Dry Hole Rx Wildfire, Lyman, South Dakota"
2025-04-07,Wildfires,Wildfire in Australia 1023665
2025-04-07,Wildfires,Wildfire in Australia 1023666
2025-04-07,Wildfires,Wildfire in Russian Federation 1023671
2025-04-07,Wildfires,"US 160 Wildfire, Las Animas, Colorado"
2025-04-07,Wildfires,"Brushy Mountain Unit 1 RX Wildfire, Greenbrier, West Virginia"
2025-04-07,Wildfires,"JPEC SFWA RX Wildfire, Cass, Illinois"
2025-04-06,Wildfires,Wildfire in Australia 1023662
2025-04-06,Wildfires,Wildfire in Australia 1023667
2025-04-06,Wildfires,Wildfire in Mexico 1023686
2025-04-05,Wildfires,"RX Piedmont 4C/12A/13E/13W Wildfire, Jasper, Georgia"
2025-04-04,Wildfires,Wildfire in Kazakhstan 1023661
2025-04-04,Wildfires,"25 BP6 BP7 BIL RX Wildfire, Chase, Kansas"
2025-04-04,Wildfires,"KSQUR 12B/RenoCounty RX Wildfire, Stafford, Kansas"
2025-04-03,Wildfires,Wildfire in Russian Federation 1023663
2025-04-03,Wildfires,Wildfire in Russian Federation 1023664
2025-04-03,Wildfires,Wildfire in Mexico 1023673
2025-04-03,Wildfires,"Rx Lamar 1944 Wildfire, Lamar, Texas"
2025-04-03,Wildfires,"Bienville CPT 29 RX Wildfire, Scott, Mississippi"
2025-04-02,Wildfires,"APQ Rec Area 4 Rx 0402 Wildfire, Polk, Florida"
2025-04-01,Wildfires,"South Tripp Wildfire, Tripp, South Dakota"
2025-04-01,Wildfires,"4108 Wildfire, McKenzie, North Dakota"
2025-04-01,Wildfires,"RX BO/MAG Prairie South 1 &amp; 5 Wildfire, Yell, Arkansas"
2025-04-01,Wildfires,"RX LSF11 Mazarn Mountain Wildfire, Montgomery, Arkansas"
2025-04-01,Wildfires,"RX LFS 2 Fulton Branch Wildfire, Montgomery, Arkansas"
2025-03-31,Wildfires,"East Marsh Wildfire, Volusia, Florida"
2025-03-31,Wildfires,"32nd St Wildfire, McKenzie, North Dakota"
2025-03-31,Wildfires,"Rx Shelby 1813 Wildfire, Shelby, Texas"
2025-03-31,Wildfires,"Workman Fork of Harts Creek Wildfire, Lincoln, West Virginia"
2025-03-31,Wildfires,"RX BLUE RIVER RTRL GADDIS Wildfire, Pontotoc, Oklahoma"
2025-03-31,Wildfires,"rx-Lapham Good Oak 2025 Wildfire, Waukesha, Wisconsin"
2025-03-30,Wildfires,"Bull Wildfire, Graham, Arizona"
2025-03-30,Wildfires,"RX OKSLR-HFR-FY25 Unit A Wildfire, Alfalfa, Oklahoma"
2025-03-29,Wildfires,Wildfire in Mexico 1023659
2025-03-29,Wildfires,"WHITE HORN Wildfire, Osage, Oklahoma"
2025-03-29,Wildfires,"North Carolina Table Rock Fire Wildfire, Transylvania, North Carolina"
2025-03-28,Wildfires,Wildfire in Myanmar 1023656
2025-03-28,Wildfires,Wildfire in Thailand 1023658
2025-03-28,Wildfires,"N Maxwell RD Wildfire, Cherry, Nebraska"
2025-03-28,Wildfires,"rx-H&amp;L West Wildfire, Rock, Wisconsin"
2025-03-28,Wildfires,"NEVAR-FY25-WF-Dads Lake Wildfire, Cherry, Nebraska"
2025-03-28,Wildfires,"Oakland Wildfire, Berkeley, South Carolina"
2025-03-28,Wildfires,"MIDWAY Wildfire, Orange, Florida"
2025-03-28,Wildfires,"rx-Unit 2 Wildfire, Kenosha, Wisconsin"
2025-03-28,Wildfires,"Historia Wildfire, Grant, Kansas"
2025-03-28,Wildfires,"RX Mason 1840 Wildfire, Mason, Texas"
2025-03-28,Wildfires,"Happy Hill Road Fire Wildfire, Pittsburg, Oklahoma"
2025-03-27,Wildfires,"12-LEMA-SPA Wildfire, Cleveland, Oklahoma"
2025-03-27,Wildfires,"Rattlesnake Branch Wildfire, Haywood, North Carolina"
2025-03-27,Wildfires,"rx-Pierce-Jacobson Flowage Wildfire, Walworth, Wisconsin"
2025-03-27,Wildfires,"SOUTH TIGER Wildfire, McIntosh, Oklahoma"
2025-03-26,Wildfires,Wildfire in Venezuela 1023642
2025-03-26,Wildfires,Wildfire in Venezuela 1023651
2025-03-26,Wildfires,"OKR Rowells Island Rx 0326 Wildfire, Clinch, Georgia"
2025-03-26,Wildfires,"SQUIRREL Wildfire, Hughes, Oklahoma"
2025-03-26,Wildfires,"RX Kleberg 1838 Wildfire, Kleberg, Texas"
2025-03-26,Wildfires,"ALARKA #5 Wildfire, Swain, North Carolina"
2025-03-26,Wildfires,"Crusoe Island Rd Wildfire, Columbus, North Carolina"
2025-03-25,Wildfires,"Fisherman&#039;s Corner Fire Wildfire, Haskell, Oklahoma"
2025-03-25,Wildfires,"FD2503100008 Wildfire, Morton, North Dakota"
2025-03-25,Wildfires,"RED HILL Wildfire, McIntosh, Oklahoma"
2025-03-25,Wildfires,Wildfire in Colombia 1023654
2025-03-25,Wildfires,Wildfire in Thailand 1023660
2025-03-25,Wildfires,"Cottonwood Wildfire, Roosevelt, Montana"
2025-03-25,Wildfires,"Long Ridge Unit 45 RX Wildfire, Athens, Ohio"
2025-03-25,Wildfires,"RX SEQUOYAH HUNTING PRESERVE 3 Wildfire, Sequoyah, Oklahoma"
2025-03-25,Wildfires,"WALNUT Wildfire, Okfuskee, Oklahoma"
2025-03-25,Wildfires,"Northeast Prairie 2 RX Wildfire, Will, Illinois"
2025-03-25,Wildfires,"Salt Creek Fire Wildfire, Sequoyah, Oklahoma"
2025-03-25,Wildfires,"Bridges Hollow RX Wildfire, Texas, Missouri"
2025-03-24,Wildfires,"Blue Water Tower Fire Wildfire, Haskell, Oklahoma"
2025-03-24,Wildfires,Wildfire in Central African Republic 1023638
2025-03-24,Wildfires,Wildfire in Laos 1023644
2025-03-24,Wildfires,Wildfire in Venezuela 1023643
2025-03-24,Wildfires,Wildfire in India 1023657
2025-03-24,Wildfires,"Table Rock Complex Wildfire, Greenville, South Carolina"
2025-03-24,Wildfires,"Cabin Gulch Rx Wildfire, Lewis and Clark, Montana"
2025-03-24,Wildfires,"Rx Anderson 1332 Wildfire, Anderson, Texas"
2025-03-24,Wildfires,"RX KULLIHOMA Wildfire, Pontotoc, Oklahoma"
2025-03-24,Wildfires,"Pelham Ridge RX Wildfire, Taney, Missouri"
2025-03-24,Wildfires,"RX BLUE RIVER RTRL Wildfire, Johnston, Oklahoma"
2025-03-24,Wildfires,"California Branch Wildfire, Camden, New Jersey"
2025-03-23,Wildfires,"Reno Wildfire, Johnson, Wyoming"
2025-03-23,Wildfires,Wildfire in Myanmar 1023635
2025-03-23,Wildfires,Wildfire in Laos 1023646
2025-03-23,Wildfires,"RX OKSTR-FY25-HFR-MURRAY 23 Wildfire, Johnston, Oklahoma"
2025-03-23,Wildfires,"Rocktown Fire Wildfire, Pushmataha, Oklahoma"
2025-03-22,Wildfires,Wildfire in Laos 1023647
2025-03-22,Wildfires,Wildfire in Laos 1023648
2025-03-22,Wildfires,Wildfire in Nigeria 1023641
2025-03-22,Wildfires,Wildfire in Mexico 1023655
2025-03-22,Wildfires,"Flat Rock Wildfire, Benton, Mississippi"
2025-03-22,Wildfires,"Rock Springs Wildfire, Whitley, Kentucky"
2025-03-22,Wildfires,"BOAR CREEK Wildfire, Osage, Oklahoma"
2025-03-22,Wildfires,"TABLE ROCK Wildfire, Pickens, South Carolina"
2025-03-22,Wildfires,"Hampton RX Wildfire, Williamson, Illinois"
2025-03-22,Wildfires,"THREE CHIEFS Wildfire, Delaware, Oklahoma"
2025-03-22,Wildfires,"Rx Trinity 1414 Wildfire, Trinity, Texas"
2025-03-22,Wildfires,"Rx Trinity 1498 Wildfire, Trinity, Texas"
2025-03-21,Wildfires,Wildfire in Chile 1023627
2025-03-21,Wildfires,Wildfire in Chile 1023624
2025-03-21,Wildfires,Wildfire in Republic of Korea 1023633
2025-03-21,Wildfires,Wildfire in Republic of Korea 1023634
2025-03-21,Wildfires,Wildfire in Republic of Korea 1023626
2025-03-21,Wildfires,"Wildfire in India, Bangladesh 1023636"
2025-03-21,Wildfires,Wildfire in Central African Republic 1023637
2025-03-21,Wildfires,Wildfire in Myanmar 1023645
2025-03-21,Wildfires,"Wildfire in Myanmar, Thailand 1023650"
2025-03-21,Wildfires,Wildfire in Myanmar 1023653
2025-03-21,Wildfires,"Pearl River 162 Miracle Mile Rd Wildfire, Pearl River, Mississippi"
2025-03-21,Wildfires,"SMR CPT 300 301 302 308 Rx 0321 Wildfire, Wakulla, Florida"
2025-03-21,Wildfires,"PALE ROCK Wildfire, Osage, Oklahoma"
2025-03-20,Wildfires,Wildfire in Chile 1023628
2025-03-20,Wildfires,Wildfire in Republic of Korea 1023629
2025-03-20,Wildfires,Wildfire in Laos 1023649
2025-03-20,Wildfires,Wildfire in Laos 1023652
2025-03-20,Wildfires,"Rx Hopkins 1325 Wildfire, Hopkins, Texas"
2025-03-20,Wildfires,"Big Glow Fire Wildfire, Greene, Tennessee"
2025-03-20,Wildfires,"DEEP WOODS Wildfire, Polk, North Carolina"
2025-03-20,Wildfires,"Calf Creek Wildfire, Searcy, Arkansas"
2025-03-19,Wildfires,"Rx Houston 1347 Wildfire, Houston, Texas"
2025-03-19,Wildfires,Wildfire in United States 1023618
2025-03-19,Wildfires,"Black Cove Wildfire, Polk, North Carolina"
2025-03-19,Wildfires,"MTBLR-HFR-FY25-RX-Unit 5 Wildfire, Cascade, Montana"
2025-03-19,Wildfires,"Pauline Road Wildfire, San Jacinto, Texas"
2025-03-19,Wildfires,"3001 Wildfire, Marion, Texas"
2025-03-19,Wildfires,"Neal Creek Wildfire, Pulaski, Arkansas"
2025-03-19,Wildfires,"RX Piedmont 15B/15C/15D Wildfire, Jones, Georgia"
2025-03-19,Wildfires,"TIGER MOUNTAIN Wildfire, McIntosh, Oklahoma"
2025-03-19,Wildfires,"Greene - Turner Rd Wildfire, Greene, Mississippi"
2025-03-19,Wildfires,"ANF BU 322 Rx 0319 Wildfire, Wakulla, Florida"
2025-03-18,Wildfires,"Hog Mountain Fire Wildfire, Latimer, Oklahoma"
2025-03-18,Wildfires,"158th St Wildfire, Burleigh, North Dakota"
2025-03-18,Wildfires,"Waits Lane Fire Wildfire, Pittsburg, Oklahoma"
2025-03-18,Wildfires,"Boggs Hollow Fire Wildfire, Latimer, Oklahoma"
2025-03-18,Wildfires,"CEDAR HILL Wildfire, Osage, Oklahoma"
2025-03-18,Wildfires,"SUNSET Wildfire, Osage, Oklahoma"
2025-03-18,Wildfires,"31 North Wildfire, Otero, Colorado"
2025-03-18,Wildfires,"31 South Wildfire, Otero, Colorado"
2025-03-18,Wildfires,"Johnson Wildfire, Miami-Dade, Florida"
2025-03-18,Wildfires,"High Lonesome Wildfire, Dallam, Texas"
2025-03-18,Wildfires,"TIGER MT. Wildfire, McIntosh, Oklahoma"
2025-03-18,Wildfires,"CANADIAN Wildfire, McIntosh, Oklahoma"
2025-03-18,Wildfires,"Rx Walker 1286 Wildfire, Walker, Texas"
2025-03-18,Wildfires,"Flying J Fire Wildfire, Latimer, Oklahoma"
2025-03-18,Wildfires,"Plan B Fire Wildfire, Latimer, Oklahoma"
2025-03-18,Wildfires,"Doublehead South Fire Wildfire, Adair, Oklahoma"
2025-03-18,Wildfires,"Rugged Mtn Fire Wildfire, Pittsburg, Oklahoma"
2025-03-17,Wildfires,"Iron Ladies Wildfire, Weld, Colorado"
2025-03-17,Wildfires,Wildfire in United States 1023612
2025-03-17,Wildfires,"Wildfire in Myanmar, Thailand 1023630"
2025-03-17,Wildfires,Wildfire in Mexico 1023632
2025-03-17,Wildfires,Wildfire in Myanmar 1023639
2025-03-17,Wildfires,"RANCH CREEK ROAD Wildfire, Pawnee, Oklahoma"
2025-03-17,Wildfires,"Big Island Wildfire, Green Lake, Wisconsin"
2025-03-17,Wildfires,"South Big Creek Wildfire, Woodson, Kansas"
2025-03-17,Wildfires,"Y5 Wildfire, Lyon, Kansas"
2025-03-17,Wildfires,"Blackburn Wildfire, Crawford, Arkansas"
2025-03-16,Wildfires,Wildfire in Venezuela 1023607
2025-03-16,Wildfires,Wildfire in India 1023609
2025-03-16,Wildfires,Wildfire in Sudan 1023631
2025-03-16,Wildfires,Wildfire in Myanmar 1023640
2025-03-16,Wildfires,"OAK STREET Wildfire, Pawnee, Oklahoma"
2025-03-16,Wildfires,"HELLROARING CREEK Wildfire, Pawnee, Oklahoma"
2025-03-16,Wildfires,"STATION #2 Wildfire, Cleveland, Oklahoma"
2025-03-16,Wildfires,"LITTLE SALT CREEK Wildfire, Creek, Oklahoma"
2025-03-16,Wildfires,"212 Road Fire Wildfire, Cowley, Kansas"
2025-03-16,Wildfires,"Persimmon Wildfire, Jefferson, Texas"
2025-03-16,Wildfires,"EAST STICH Wildfire, Osage, Oklahoma"
2025-03-16,Wildfires,"Rx Henderson 1148 Wildfire, Henderson, Texas"
2025-03-15,Wildfires,"33 ROAD Wildfire, Logan, Oklahoma"
2025-03-15,Wildfires,Wildfire in India 1023613
2025-03-15,Wildfires,"Green River Wildfire, Lee, Illinois"
2025-03-15,Wildfires,"Farm Wildfire, Perry, Mississippi"
2025-03-15,Wildfires,"Crabapple Wildfire, Gillespie, Texas"
2025-03-15,Wildfires,"1 Alpha 25 Wildfire, Jackson, Kansas"
2025-03-15,Wildfires,"Lake Wabaunsee Wildfire, Wabaunsee, Kansas"
2025-03-15,Wildfires,"BIG EAGLE Wildfire, Osage, Oklahoma"
2025-03-15,Wildfires,"Long Mountain Fire Wildfire, Haskell, Oklahoma"
2025-03-14,Wildfires,"RX 30 Wildfire, Jones, Georgia"
2025-03-14,Wildfires,"1980 Rd Fire Wildfire, Beckham, Oklahoma"
2025-03-14,Wildfires,Wildfire in Myanmar 1023614
2025-03-14,Wildfires,Wildfire in India 1023610
2025-03-14,Wildfires,"Chainsaw Cottonwood Wildfire, Lincoln, Nebraska"
2025-03-14,Wildfires,"rx-Scuppernong South Wildfire, Waukesha, Wisconsin"
2025-03-14,Wildfires,"Mogote Hill Wildfire, Mora, New Mexico"
2025-03-14,Wildfires,"HICKORY HILL ROAD Wildfire, Oklahoma, Oklahoma"
2025-03-14,Wildfires,"Rest Area Wildfire, Gray, Texas"
2025-03-14,Wildfires,"TANGO Wildfire, Osage, Oklahoma"
2025-03-14,Wildfires,"EUCHEE VALLEY Wildfire, Payne, Oklahoma"
2025-03-14,Wildfires,"840 ROAD Wildfire, Roger Mills, Oklahoma"
2025-03-14,Wildfires,"Windmill Wildfire, Roberts, Texas"
2025-03-14,Wildfires,"South Tripp Wildfire, Tripp, South Dakota"
2025-03-14,Wildfires,"HWY 12 mm 176 Wildfire, Corson, South Dakota"
2025-03-14,Wildfires,"rx-66 Wildfire, Burnett, Wisconsin"
2025-03-13,Wildfires,Wildfire in United States 1023596
2025-03-13,Wildfires,Wildfire in Myanmar 1023611
2025-03-13,Wildfires,Wildfire in China 1023615
2025-03-13,Wildfires,Wildfire in Argentina 1023617
2025-03-13,Wildfires,"Clear Creek RX Wildfire, Washington, Missouri"
2025-03-13,Wildfires,"South Meridian Wildfire, El Paso, Colorado"
2025-03-13,Wildfires,"Rx Leon 1016 Wildfire, Leon, Texas"
2025-03-13,Wildfires,"APQ Rec Area 14 Rx 0313 Wildfire, Highlands, Florida"
2025-03-13,Wildfires,"Bienville CPT 46 RX Wildfire, Scott, Mississippi"
2025-03-13,Wildfires,"RX N Bee Rough Wildfire, McCurtain, Oklahoma"
2025-03-13,Wildfires,"BEAR Wildfire, Osage, Oklahoma"
2025-03-13,Wildfires,"NC-6 Wildfire, Polk, Florida"
2025-03-13,Wildfires,"Fortune Hollow RX Wildfire, Dent, Missouri"
2025-03-13,Wildfires,"Rx Trinity 1015 Wildfire, Trinity, Texas"
2025-03-13,Wildfires,"Blue Stem Wildfire, Franklin, Mississippi"
2025-03-13,Wildfires,"SMR CPT 303 304 Rx 0313 Wildfire, Wakulla, Florida"
2025-03-12,Wildfires,"The 344 Wildfire, Miami-Dade, Florida"
2025-03-12,Wildfires,"RX LONE PINE Wildfire, Pittsburg, Oklahoma"
2025-03-12,Wildfires,"Hamby Ridge Fire Wildfire, Delaware, Oklahoma"
2025-03-12,Wildfires,Wildfire in Myanmar 1023597
2025-03-12,Wildfires,Wildfire in Nigeria 1023604
2025-03-12,Wildfires,Wildfire in India 1023608
2025-03-12,Wildfires,Wildfire in Myanmar 1023619
2025-03-12,Wildfires,Wildfire in Thailand 1023621
2025-03-12,Wildfires,Wildfire in Myanmar 1023622
2025-03-12,Wildfires,"Cottonwood Creek Wildfire, San Saba, Texas"
2025-03-12,Wildfires,"RX Wildcat- Straight Rock/ Brogan Wildfire, Yell, Arkansas"
2025-03-12,Wildfires,"RX Jack Pigeon Wildfire, Scott, Arkansas"
2025-03-12,Wildfires,"Roderfield Wildfire, McDowell, West Virginia"
2025-03-12,Wildfires,"rx-Avoca Prairie Eastside Wildfire, Iowa, Wisconsin"
2025-03-12,Wildfires,"Holly Springs IU 43-1 RX Wildfire, Benton, Mississippi"
2025-03-12,Wildfires,"Holly Springs IU 39 1 RX Wildfire, Marshall, Mississippi"
2025-03-12,Wildfires,"Rx Liberty 3 Wildfire, Logan, Arkansas"
2025-03-12,Wildfires,"RX OKSQR-HFR-FY25-Sandtown Wildfire, Sequoyah, Oklahoma"
2025-03-12,Wildfires,"IDNR - Iroquois Meadows RX Wildfire, Iroquois, Illinois"
2025-03-12,Wildfires,"RX JC Firewise South Wildfire, Garland, Arkansas"
2025-03-12,Wildfires,"DeSoto BB 7209 C21 22 23 RX Wildfire, Perry, Mississippi"
2025-03-12,Wildfires,"RX East end bear little bear Wildfire, Garland, Arkansas"
2025-03-12,Wildfires,"RX Norris Hollow/Wildcat Wildfire, Yell, Arkansas"
2025-03-12,Wildfires,"RX LOG CABIN Wildfire, Atoka, Oklahoma"
2025-03-12,Wildfires,"Jerktail RX Wildfire, Shannon, Missouri"
2025-03-12,Wildfires,"RX KIS C-5 SE Wildfire, Natchitoches, Louisiana"
2025-03-12,Wildfires,"RX Bee Rough Wildfire, McCurtain, Oklahoma"
2025-03-12,Wildfires,"Bienville CPT 22 RX Wildfire, Scott, Mississippi"
2025-03-12,Wildfires,"RX Alexander 4/Stob Gap 1 Wildfire, Crawford, Arkansas"
2025-03-12,Wildfires,"Eldridge RX Wildfire, Taney, Missouri"
2025-03-12,Wildfires,"RX Harvey South Wildfire, Scott, Arkansas"
2025-03-12,Wildfires,"OCF CPT 12 Waterhole Rx 0312 Wildfire, Marion, Florida"
2025-03-11,Wildfires,"State of Illinois RX Wildfire, Jackson, Illinois"
2025-03-11,Wildfires,Wildfire in Central African Republic 1023591
2025-03-11,Wildfires,Wildfire in Myanmar 1023616
2025-03-11,Wildfires,Wildfire in Myanmar 1023620
2025-03-11,Wildfires,"NADEL Wildfire, Osage, Oklahoma"
2025-03-11,Wildfires,"East Branch Cedar Creek RX Wildfire, Johnson, Illinois"
2025-03-11,Wildfires,"HFR FY25 RX Cattails Wildfire, Sequoyah, Oklahoma"
2025-03-11,Wildfires,"RX KIS C-63 Wildfire, Natchitoches, Louisiana"
2025-03-11,Wildfires,"Devils Kitchen West RX Wildfire, Williamson, Illinois"
2025-03-11,Wildfires,"Bowdoin West RX Wildfire, Phillips, Montana"
2025-03-11,Wildfires,"Rx Bomag Ball Springs Wildfire, Logan, Arkansas"
2025-03-11,Wildfires,"Rx Pilot Rock Wildfire, Johnson, Arkansas"
2025-03-11,Wildfires,"RX Anna Reese 3 Wildfire, Stone, Arkansas"
2025-03-11,Wildfires,"RX Wildcat 4-5 Wildfire, Yell, Arkansas"
2025-03-11,Wildfires,"RX WINN C-95-104 Wildfire, Grant, Louisiana"
2025-03-11,Wildfires,"RX Harvey Wildfire, Scott, Arkansas"
2025-03-11,Wildfires,"RX CAT C-4-5 Wildfire, Grant, Louisiana"
2025-03-11,Wildfires,"RX CALE C-81 Wildfire, Rapides, Louisiana"
2025-03-11,Wildfires,"RX Blaylock &amp; Brier Leader Wildfire, Polk, Arkansas"
2025-03-11,Wildfires,"Gray Squirrel Hollow Wildfire, Adair, Oklahoma"
2025-03-11,Wildfires,"Holly Springs IU 35 1 RX Wildfire, Marshall, Mississippi"
2025-03-10,Wildfires,"Rx WaggleySalt Fork Alexande Wildfire, Franklin, Arkansas"
2025-03-10,Wildfires,Wildfire in India 1023598
2025-03-10,Wildfires,Wildfire in India 1023599
2025-03-10,Wildfires,Wildfire in South Africa 1023595
2025-03-10,Wildfires,Wildfire in Myanmar 1023606
2025-03-10,Wildfires,"ACORN Wildfire, Osage, Oklahoma"
2025-03-10,Wildfires,"Ocean Front Wildfire, Calhoun, Texas"
2025-03-10,Wildfires,"HGR Godwin 2 RX Wildfire, Grayson, Texas"
2025-03-10,Wildfires,"ROUTE 13 Wildfire, Ziebach, South Dakota"
2025-03-10,Wildfires,"SHNF Comp 8 RX Wildfire, Montgomery, Texas"
2025-03-10,Wildfires,"SMR CPT 311 Rx 0307 Wildfire, Wakulla, Florida"
2025-03-10,Wildfires,"FPR Cochran &amp; Airplane Rx 0308 Wildfire, Collier, Florida"
2025-03-10,Wildfires,"Miller King RX Wildfire, Butler, Missouri"
2025-03-10,Wildfires,"Victory Landscape RX Wildfire, Butler, Missouri"
2025-03-10,Wildfires,"RX Gambler 4 Wildfire, Baxter, Arkansas"
2025-03-10,Wildfires,"RX CALV C-108-112 Wildfire, Vernon, Louisiana"
2025-03-10,Wildfires,"RX Livingston 3 Wildfire, Stone, Arkansas"
2025-03-10,Wildfires,"Rx Newton 0913 Wildfire, Newton, Texas"
2025-03-10,Wildfires,"Rx Anderson 0911 Wildfire, Anderson, Texas"
2025-03-09,Wildfires,"KENWOOD 15S Wildfire, Delaware, Oklahoma"
2025-03-09,Wildfires,Wildfire in India 1023600
2025-03-09,Wildfires,Wildfire in Myanmar 1023605
2025-03-09,Wildfires,"Webster- Union Church Rd. Wildfire, Choctaw, Mississippi"
2025-03-09,Wildfires,"Minninghaw RX Wildfire, Dent, Missouri"
2025-03-09,Wildfires,"FLW Range Complex Unit C RX Wildfire, Pulaski, Missouri"
2025-03-09,Wildfires,"Wylie King 3 4 5 RX Wildfire, Butler, Missouri"
2025-03-09,Wildfires,"Rx Gambler 3 Wildfire, Baxter, Arkansas"
2025-03-09,Wildfires,"Vance Barnett RX Wildfire, Shannon, Missouri"
2025-03-08,Wildfires,Wildfire in Japan 1023572
2025-03-08,Wildfires,Wildfire in Mongolia 1023574
2025-03-08,Wildfires,Wildfire in Central African Republic 1023581
2025-03-08,Wildfires,Wildfire in Central African Republic 1023590
2025-03-08,Wildfires,Wildfire in Myanmar 1023592
2025-03-08,Wildfires,Wildfire in Central African Republic 1023593
2025-03-08,Wildfires,"Johnson Mountain Blk 1 RX Wildfire, Iron, Missouri"
2025-03-08,Wildfires,"Rx Gambler 2 Wildfire, Baxter, Arkansas"
2025-03-08,Wildfires,"GUN CLUB Wildfire, Okmulgee, Oklahoma"
2025-03-08,Wildfires,"Knotwell RX Wildfire, Phelps, Missouri"
2025-03-08,Wildfires,"Tapsville RX Wildfire, Lawrence, Alabama"
2025-03-07,Wildfires,Wildfire in Australia 1023568
2025-03-07,Wildfires,Wildfire in Australia 1023575
2025-03-07,Wildfires,Wildfire in Australia 1023576
2025-03-07,Wildfires,Wildfire in South Africa 1023583
2025-03-07,Wildfires,Wildfire in Myanmar 1023586
2025-03-07,Wildfires,Wildfire in Myanmar 1023601
2025-03-07,Wildfires,"Wildfire in Sudan, Ethiopia 1023603"
2025-03-07,Wildfires,"Camden Hollow RX Wildfire, Shannon, Missouri"
